# MAPbBr3 S2, dark   params: examples/MAPbBr3_S2.params
# ALTERNATIVE reading: analysis branch applied to examples/VJT.dat.
# One row per measured point; p_t is the total space charge of Eq (6).
# valid = 1 at 100 of 214 points; the rest are not physical.
V(V)	J(A/m2)	T(K)	m	gamma	mu_eff(m2/Vs)	p_f(m-3)	p_t(m-3)	Theta	E_F(eV)	valid
2.116373e+00	3.448205e-03	3.130080e+02	1.428293e+01	7.001363e-02	2.126123e-04	1.170911e+15	1.486959e+16	7.874530e-02	-4.984690e+00	1.000000e+00
2.130435e+00	5.152079e-03	3.011124e+02	-3.879338e+00	-2.577759e-01	1.693736e-04	1.485629e+15	2.368255e+16	6.273095e-02	-5.015000e+00	0.000000e+00
2.144498e+00	1.065312e-02	2.901898e+02	2.027033e+00	4.933319e-01	1.926779e-03	4.573102e+15	6.408298e+15	7.136219e-01	-5.064997e+00	1.000000e+00
2.158560e+00	9.121666e-03	2.820758e+02	1.852907e+01	5.396926e-02	5.227645e-04	3.011879e+15	1.555590e+16	1.936165e-01	-5.070279e+00	1.000000e+00
2.172622e+00	4.417460e-03	2.932490e+02	1.177287e+01	8.494109e-02	2.667815e-04	1.472595e+15	1.490361e+16	9.880796e-02	-5.030535e+00	1.000000e+00
2.186685e+00	6.084348e-03	3.084854e+02	-3.544365e+00	-2.821380e-01	1.823006e-04	1.691076e+15	2.504603e+16	6.751873e-02	-5.003644e+00	0.000000e+00
2.200747e+00	1.274984e-02	3.132592e+02	1.695955e+00	5.896382e-01	3.085329e-03	5.697459e+15	4.985900e+15	1.142714e+00	-5.026892e+00	0.000000e+00
2.214809e+00	1.067678e-02	3.014645e+02	1.698211e+01	5.888551e-02	5.872021e-04	3.444528e+15	1.583820e+16	2.174823e-01	-5.036140e+00	1.000000e+00
2.228871e+00	5.451772e-03	2.904905e+02	1.162906e+01	8.599150e-02	3.135411e-04	1.772499e+15	1.526354e+16	1.161263e-01	-5.040698e+00	1.000000e+00
2.242921e+00	7.259090e-03	2.821035e+02	-2.888039e+00	-3.462557e-01	1.862691e-04	1.913242e+15	2.773275e+16	6.898857e-02	-5.059195e+00	0.000000e+00
2.256949e+00	1.423473e-02	2.928665e+02	2.283220e+00	4.379780e-01	1.949589e-03	5.600380e+15	7.756008e+15	7.220699e-01	-5.065013e+00	1.000000e+00
2.271011e+00	1.277703e-02	3.081339e+02	1.532386e+01	6.525773e-02	6.773575e-04	4.033337e+15	1.607720e+16	2.508732e-01	-5.027427e+00	1.000000e+00
2.285074e+00	6.951914e-03	3.134449e+02	8.451608e+00	1.183207e-01	4.080063e-04	2.242516e+15	1.483995e+16	1.511135e-01	-5.001355e+00	1.000000e+00
2.299136e+00	8.576504e-03	3.017235e+02	-6.602197e+00	-1.514647e-01	2.912237e-04	2.404853e+15	2.229593e+16	1.078606e-01	-5.026297e+00	0.000000e+00
2.313198e+00	1.498676e-02	2.907672e+02	-1.960902e+00	-5.099693e-01	2.816708e-04	3.580169e+15	3.431827e+16	1.043225e-01	-5.057764e+00	0.000000e+00
2.327261e+00	1.303003e-02	2.821804e+02	1.276879e+01	7.831597e-02	6.761985e-04	4.041062e+15	1.613560e+16	2.504439e-01	-5.077225e+00	1.000000e+00
2.341323e+00	7.466866e-03	2.924876e+02	1.001905e+01	9.980984e-02	4.009149e-04	2.327861e+15	1.567720e+16	1.484870e-01	-5.043601e+00	1.000000e+00
2.355385e+00	9.471970e-03	3.077707e+02	-3.256666e+00	-3.070625e-01	2.347828e-04	2.417665e+15	2.780313e+16	8.695659e-02	-5.014551e+00	0.000000e+00
2.369447e+00	1.685394e-02	3.136184e+02	-2.212576e-01	-4.519619e+00	1.224105e-05	1.513245e+15	3.337755e+17	4.533722e-03	-4.990382e+00	0.000000e+00
2.383510e+00	1.549782e-02	3.019699e+02	1.282123e+01	7.799565e-02	7.662316e-04	4.692201e+15	1.653409e+16	2.837895e-01	-5.043206e+00	1.000000e+00
2.397572e+00	8.494738e-03	2.908522e+02	9.668178e+00	1.034321e-01	4.383808e-04	2.591117e+15	1.595876e+16	1.623633e-01	-5.049497e+00	1.000000e+00
2.411634e+00	1.000440e-02	2.820272e+02	-4.214168e+00	-2.372947e-01	2.657134e-04	2.571779e+15	2.613267e+16	9.841239e-02	-5.066534e+00	0.000000e+00
2.425696e+00	1.830532e-02	2.920666e+02	-2.502912e+00	-3.995346e-01	3.693444e-04	4.362053e+15	3.188769e+16	1.367942e-01	-5.060233e+00	0.000000e+00
2.439759e+00	1.764245e-02	3.074296e+02	1.078569e+01	9.271542e-02	8.591232e-04	5.258642e+15	1.652654e+16	3.181938e-01	-5.035808e+00	1.000000e+00
2.453821e+00	9.525169e-03	3.137902e+02	6.159842e+00	1.623418e-01	5.350021e-04	2.929828e+15	1.478599e+16	1.981489e-01	-5.007902e+00	1.000000e+00
2.467883e+00	1.036223e-02	3.022606e+02	-7.803531e+00	-1.281471e-01	3.185663e-04	2.736554e+15	2.319359e+16	1.179875e-01	-5.028608e+00	0.000000e+00
2.481946e+00	1.840057e-02	2.912453e+02	-3.780971e+00	-2.644823e-01	4.407181e-04	4.540954e+15	2.781954e+16	1.632289e-01	-5.062810e+00	0.000000e+00
2.496008e+00	1.656510e-02	2.822569e+02	1.091738e+01	9.159709e-02	7.688620e-04	4.823421e+15	1.693833e+16	2.847637e-01	-5.081383e+00	1.000000e+00
2.510070e+00	1.013394e-02	2.917211e+02	9.896054e+00	1.010504e-01	4.746893e-04	2.948875e+15	1.677300e+16	1.758108e-01	-5.051051e+00	1.000000e+00
2.524132e+00	1.185009e-02	3.070876e+02	-3.653364e+00	-2.737203e-01	2.702179e-04	2.863846e+15	2.861536e+16	1.000807e-01	-5.020376e+00	0.000000e+00
2.538195e+00	1.885016e-02	3.139556e+02	-1.269900e+00	-7.874637e-01	2.015461e-04	3.695371e+15	4.950481e+16	7.464670e-02	-5.013859e+00	0.000000e+00
2.552257e+00	1.915321e-02	3.025496e+02	1.067163e+01	9.370641e-02	8.541010e-04	5.460150e+15	1.726073e+16	3.163337e-01	-5.046053e+00	1.000000e+00
2.566319e+00	1.124257e-02	2.915130e+02	8.443199e+00	1.184385e-01	5.232624e-04	3.229338e+15	1.666317e+16	1.938009e-01	-5.053737e+00	1.000000e+00
2.580369e+00	1.231782e-02	2.823405e+02	-5.896219e+00	-1.696002e-01	3.214683e-04	3.051753e+15	2.563156e+16	1.190623e-01	-5.070087e+00	0.000000e+00
2.594397e+00	2.028547e-02	2.913199e+02	-5.278532e+00	-1.894466e-01	5.056655e-04	4.953262e+15	2.644793e+16	1.872835e-01	-5.064850e+00	0.000000e+00
2.608459e+00	2.015639e-02	3.067292e+02	7.149884e+00	1.398624e-01	9.522510e-04	5.761834e+15	1.633703e+16	3.526856e-01	-5.039554e+00	1.000000e+00
2.622522e+00	1.109777e-02	3.140898e+02	6.172607e+00	1.620061e-01	5.452976e-04	3.193374e+15	1.581175e+16	2.019621e-01	-5.009648e+00	1.000000e+00
2.636584e+00	1.254570e-02	3.028131e+02	-7.863885e+00	-1.271636e-01	3.385227e-04	3.102627e+15	2.474603e+16	1.253788e-01	-5.030804e+00	0.000000e+00
2.650646e+00	1.943703e-02	2.917346e+02	-7.393643e+00	-1.352513e-01	5.113299e-04	4.763281e+15	2.515178e+16	1.893814e-01	-5.063079e+00	0.000000e+00
2.664708e+00	2.024244e-02	2.823949e+02	7.098410e+00	1.408766e-01	9.184519e-04	5.667377e+15	1.666055e+16	3.401674e-01	-5.085045e+00	1.000000e+00
2.678771e+00	1.135470e-02	2.909291e+02	6.180975e+00	1.617868e-01	5.344697e-04	3.198315e+15	1.615705e+16	1.979517e-01	-5.054625e+00	1.000000e+00
2.692833e+00	1.172429e-02	3.063801e+02	-7.148467e+00	-1.398901e-01	2.963376e-04	2.822039e+15	2.571224e+16	1.097547e-01	-5.021369e+00	0.000000e+00
2.706895e+00	1.967936e-02	3.141671e+02	-7.250120e+00	-1.379288e-01	4.940049e-04	4.716537e+15	2.577839e+16	1.829648e-01	-5.020056e+00	0.000000e+00
2.720957e+00	2.023405e-02	3.030294e+02	7.051192e+00	1.418200e-01	8.823690e-04	5.550734e+15	1.698494e+16	3.268033e-01	-5.045574e+00	1.000000e+00
2.735020e+00	1.143343e-02	2.919377e+02	6.536421e+00	1.529889e-01	5.060485e-04	3.139233e+15	1.674924e+16	1.874254e-01	-5.052204e+00	1.000000e+00
2.749082e+00	1.180963e-02	2.824750e+02	-9.915723e+00	-1.008499e-01	3.076860e-04	2.836161e+15	2.488782e+16	1.139578e-01	-5.068043e+00	0.000000e+00
2.763144e+00	1.900544e-02	2.905589e+02	-1.044833e+01	-9.570906e-02	4.948556e-04	4.552191e+15	2.483738e+16	1.832798e-01	-5.064179e+00	0.000000e+00
2.777207e+00	1.966683e-02	3.060447e+02	5.353581e+00	1.867909e-01	9.123988e-04	5.416956e+15	1.603003e+16	3.379255e-01	-5.039221e+00	1.000000e+00
2.791269e+00	1.055156e-02	3.143407e+02	6.755880e+00	1.480192e-01	4.433792e-04	2.831102e+15	1.724027e+16	1.642145e-01	-5.005898e+00	1.000000e+00
2.805331e+00	1.095299e-02	3.034186e+02	-7.557600e+00	-1.323171e-01	2.586174e-04	2.539651e+15	2.651429e+16	9.578423e-02	-5.024393e+00	0.000000e+00
2.819393e+00	1.882316e-02	2.923156e+02	-7.029431e+00	-1.422590e-01	4.321528e-04	4.322569e+15	2.700650e+16	1.600566e-01	-5.059529e+00	0.000000e+00
2.833456e+00	1.987753e-02	2.826952e+02	8.411392e+00	1.188864e-01	7.596832e-04	5.172591e+15	1.838397e+16	2.813642e-01	-5.082255e+00	1.000000e+00
2.847518e+00	1.093669e-02	2.901664e+02	7.701941e+00	1.298374e-01	4.239929e-04	2.848505e+15	1.813937e+16	1.570344e-01	-5.053204e+00	1.000000e+00
2.861580e+00	1.134103e-02	3.056875e+02	-8.720540e+00	-1.146718e-01	2.658107e-04	2.599445e+15	2.640413e+16	9.844841e-02	-5.020557e+00	0.000000e+00
2.875643e+00	1.821645e-02	3.144388e+02	-8.541729e+00	-1.170723e-01	4.209263e-04	4.150211e+15	2.662122e+16	1.558986e-01	-5.016071e+00	0.000000e+00
2.889705e+00	1.926493e-02	3.037117e+02	6.612306e+00	1.512332e-01	7.608039e-04	5.001600e+15	1.775007e+16	2.817792e-01	-5.041556e+00	1.000000e+00
2.903767e+00	1.087790e-02	2.925820e+02	7.745253e+00	1.291113e-01	4.048813e-04	2.777233e+15	1.852032e+16	1.499560e-01	-5.047866e+00	1.000000e+00
2.917829e+00	1.131505e-02	2.828317e+02	-6.294541e+00	-1.588678e-01	2.354050e-04	2.491425e+15	2.857563e+16	8.718703e-02	-5.064192e+00	0.000000e+00
2.931892e+00	1.754376e-02	2.897576e+02	-5.927330e+00	-1.687100e-01	3.552074e-04	3.826930e+15	2.908923e+16	1.315583e-01	-5.061372e+00	0.000000e+00
2.945954e+00	1.972869e-02	3.053311e+02	8.415487e+00	1.188285e-01	6.974193e-04	4.937658e+15	1.911573e+16	2.583034e-01	-5.038136e+00	1.000000e+00
2.960016e+00	1.153088e-02	3.145044e+02	9.172150e+00	1.090257e-01	3.951871e-04	2.857327e+15	1.952185e+16	1.463656e-01	-5.005828e+00	1.000000e+00
2.974079e+00	1.180268e-02	3.039514e+02	1.482318e+00	6.746190e-01	2.233404e-03	4.153027e+15	5.020666e+15	8.271865e-01	-5.036230e+00	1.000000e+00
2.988141e+00	1.767569e-02	2.927815e+02	9.253587e+00	1.080662e-01	5.931911e-04	4.336571e+15	1.973857e+16	2.197004e-01	-5.058721e+00	1.000000e+00
2.997563e+00	2.015339e-02	2.858689e+02	4.855903e+01	2.059349e-02	5.591694e-04	4.711095e+15	2.274795e+16	2.070998e-01	-5.073952e+00	1.000000e+00
